image,class,probability
1671_01_01.jpg,American Bistort,0.5359002351760864
1674_02_02.jpg,Subalpine Lupine,0.9452379941940308
1674_02_02.jpg,Subalpine Lupine,0.6547948122024536
1674_03_02.jpg,American Bistort,0.9687577486038208
1674_03_02.jpg,American Bistort,0.9642830491065979
1671_03_03.jpg,Western Anemone,0.9808098673820496
1671_02_02.jpg,Magenta Paintbrush,0.8762529492378235
1671_02_02.jpg,Western Anemone,0.5851993560791016
1671_02_02.jpg,American Bistort,0.5655239820480347
1676_02_01.jpg,American Bistort,0.9664816856384277
1676_02_01.jpg,American Bistort,0.5551073551177979
1673_01_03.jpg,American Bistort,0.9805942177772522
1673_01_03.jpg,American Bistort,0.9796406626701355
1673_01_03.jpg,American Bistort,0.970258891582489
1673_01_03.jpg,American Bistort,0.9652287364006042
1673_01_03.jpg,American Bistort,0.9589211940765381
1673_01_03.jpg,American Bistort,0.9569307565689087
1673_01_03.jpg,Subalpine Lupine,0.9561762809753418
1673_01_03.jpg,American Bistort,0.9513924717903137
1673_01_03.jpg,Subalpine Lupine,0.9482645392417908
1673_01_03.jpg,Western Anemone,0.9290481209754944
1673_01_03.jpg,American Bistort,0.9166221618652344
1673_01_03.jpg,Subalpine Lupine,0.9016029834747314
1673_01_03.jpg,Subalpine Lupine,0.8881548047065735
1673_01_03.jpg,Subalpine Lupine,0.856021523475647
1673_01_03.jpg,Magenta Paintbrush,0.8446273803710938
1673_01_03.jpg,Subalpine Lupine,0.8325738906860352
1673_01_03.jpg,Subalpine Lupine,0.8056040406227112
1673_01_03.jpg,Subalpine Lupine,0.7969961166381836
1673_01_03.jpg,American Bistort,0.7704871296882629
1673_01_03.jpg,Subalpine Lupine,0.5861712098121643
1676_02_02.jpg,American Bistort,0.8203202486038208
1676_02_02.jpg,American Bistort,0.6865217685699463
1674_01_02.jpg,American Bistort,0.9921702742576599
1674_01_02.jpg,American Bistort,0.9613322019577026
1674_01_02.jpg,Subalpine Lupine,0.8473606705665588
1674_01_02.jpg,American Bistort,0.7970495223999023
1674_01_02.jpg,American Bistort,0.573030948638916
1670_01_01.jpg,Subalpine Lupine,0.9433289170265198
1670_01_01.jpg,North Mircoseris,0.5994543433189392
1672_03_02.jpg,American Bistort,0.9235166311264038
1672_03_02.jpg,Bracted Lousewort,0.8401250243186951
1672_03_02.jpg,American Bistort,0.760374128818512
1670_03_04.jpg,Subalpine Lupine,0.9831917881965637
1670_03_04.jpg,Mountain Daisy,0.9452332854270935
1670_03_04.jpg,Subalpine Lupine,0.8331323266029358
1670_03_04.jpg,North Mircoseris,0.7368304133415222
1674_01_01.jpg,American Bistort,0.9911108016967773
1674_01_01.jpg,American Bistort,0.9892443418502808
1674_01_01.jpg,Subalpine Lupine,0.9804716110229492
1674_01_01.jpg,Subalpine Lupine,0.9787200093269348
1674_01_01.jpg,Subalpine Lupine,0.836290717124939
1677_02_03.jpg,American Bistort,0.9728788733482361
1677_02_03.jpg,American Bistort,0.9436424970626831
1677_02_03.jpg,Bracted Lousewort,0.8940191864967346
1677_02_03.jpg,American Bistort,0.6422616243362427
1677_02_03.jpg,Bracted Lousewort,0.6212728023529053
1674_03_01.jpg,Subalpine Lupine,0.9931079149246216
1674_03_01.jpg,American Bistort,0.9902077317237854
1674_03_01.jpg,American Bistort,0.9898852109909058
1674_03_01.jpg,Subalpine Lupine,0.9890030026435852
1674_03_01.jpg,Subalpine Lupine,0.9843743443489075
1674_03_01.jpg,Subalpine Lupine,0.7834946513175964
1677_03_01.jpg,American Bistort,0.9726090431213379
1677_03_01.jpg,American Bistort,0.6555265784263611
1671_03_04.jpg,Bracted Lousewort,0.9331624507904053
1671_03_01.jpg,American Bistort,0.9904981255531311
1671_03_01.jpg,American Bistort,0.7373087406158447
1672_02_01.jpg,Subalpine Lupine,0.933911919593811
1672_02_01.jpg,American Bistort,0.9152836203575134
1672_02_01.jpg,Western Anemone,0.5815929174423218
1677_02_01.jpg,American Bistort,0.5464599132537842
1677_02_04.jpg,American Bistort,0.6513480544090271
1677_01_04.jpg,American Bistort,0.9412561058998108
1677_01_04.jpg,American Bistort,0.6157341599464417
1676_01_02.jpg,American Bistort,0.8255595564842224
1673_03_04.jpg,Subalpine Lupine,0.9867272973060608
1673_03_04.jpg,Subalpine Lupine,0.9843600392341614
1673_03_04.jpg,Subalpine Lupine,0.9839543104171753
1673_03_04.jpg,Subalpine Lupine,0.966945469379425
1673_03_04.jpg,Subalpine Lupine,0.9254618883132935
1673_03_04.jpg,Subalpine Lupine,0.7617272138595581
1673_03_04.jpg,Subalpine Lupine,0.6706088185310364
1673_03_04.jpg,Subalpine Lupine,0.5433202981948853
1671_01_02.jpg,Bracted Lousewort,0.9414339065551758
1671_01_02.jpg,American Bistort,0.7118632197380066
1671_01_02.jpg,American Bistort,0.6351001858711243
1671_01_02.jpg,Sitka Valerian,0.5009015202522278
1673_01_02.jpg,Subalpine Lupine,0.9647865891456604
1673_01_02.jpg,Subalpine Lupine,0.9636629819869995
1673_01_02.jpg,American Bistort,0.9550220370292664
1673_01_02.jpg,Subalpine Lupine,0.9443719983100891
1673_01_02.jpg,Subalpine Lupine,0.9359223246574402
1673_01_02.jpg,Subalpine Lupine,0.9304654002189636
1673_01_02.jpg,Subalpine Lupine,0.9032732844352722
1673_01_02.jpg,Magenta Paintbrush,0.8997503519058228
1673_01_02.jpg,Subalpine Lupine,0.8925421237945557
1673_01_02.jpg,Subalpine Lupine,0.8769091963768005
1673_01_02.jpg,Subalpine Lupine,0.8225076198577881
1673_01_02.jpg,Subalpine Lupine,0.7679385542869568
1673_01_02.jpg,Subalpine Lupine,0.7439365386962891
1673_01_02.jpg,Subalpine Lupine,0.6811624765396118
1673_01_02.jpg,Subalpine Lupine,0.6051308512687683
1673_01_02.jpg,American Bistort,0.6015837788581848
1673_01_02.jpg,Subalpine Lupine,0.5729990601539612
1673_01_02.jpg,Subalpine Lupine,0.5270892977714539
1673_01_02.jpg,Subalpine Lupine,0.5073645114898682
1670_02_04.jpg,Subalpine Lupine,0.9819760322570801
1670_02_04.jpg,Subalpine Lupine,0.9588108062744141
1670_02_04.jpg,Subalpine Lupine,0.9536221623420715
1670_02_04.jpg,Subalpine Lupine,0.7732841968536377
1674_01_03.jpg,American Bistort,0.9878047704696655
1674_01_03.jpg,American Bistort,0.8830288648605347
1674_01_03.jpg,American Bistort,0.823594331741333
1674_01_03.jpg,Subalpine Lupine,0.664178729057312
1670_03_02.jpg,North Mircoseris,0.9543333053588867
1670_03_02.jpg,Subalpine Lupine,0.9289110898971558
1670_03_02.jpg,Subalpine Lupine,0.8448177576065063
1670_03_02.jpg,Subalpine Lupine,0.8401362895965576
1670_03_02.jpg,Subalpine Lupine,0.7959127426147461
1670_03_02.jpg,Subalpine Lupine,0.74565589427948
1670_03_02.jpg,Subalpine Lupine,0.6577878594398499
1673_03_01.jpg,Western Anemone,0.9816609621047974
1673_03_01.jpg,Subalpine Lupine,0.9287381172180176
1673_02_01.jpg,Magenta Paintbrush,0.9376288652420044
1673_02_01.jpg,American Bistort,0.9261137843132019
1673_02_01.jpg,Western Anemone,0.9116656184196472
1673_02_01.jpg,Subalpine Lupine,0.9094653129577637
1673_02_01.jpg,Subalpine Lupine,0.8604308366775513
1673_02_01.jpg,Subalpine Lupine,0.8424438238143921
1673_02_01.jpg,Subalpine Lupine,0.8316861987113953
1673_02_01.jpg,Subalpine Lupine,0.8051770329475403
1673_02_01.jpg,Subalpine Lupine,0.7928588390350342
1673_02_01.jpg,Subalpine Lupine,0.7766835689544678
1673_02_01.jpg,Subalpine Lupine,0.7146061062812805
1673_02_01.jpg,Subalpine Lupine,0.6713277101516724
1673_02_01.jpg,Subalpine Lupine,0.6569364070892334
1673_02_01.jpg,Subalpine Lupine,0.6560266017913818
1673_02_01.jpg,Subalpine Lupine,0.6557117104530334
1673_02_01.jpg,Subalpine Lupine,0.6180712580680847
1673_02_01.jpg,Subalpine Lupine,0.5726378560066223
1670_01_03.jpg,North Mircoseris,0.9759954810142517
1670_01_03.jpg,Subalpine Lupine,0.8947055339813232
1670_01_03.jpg,Magenta Paintbrush,0.7371582388877869
1670_01_03.jpg,Subalpine Lupine,0.6668172478675842
1669_02_01.jpg,American Bistort,0.9731162786483765
1669_02_01.jpg,Subalpine Lupine,0.8878953456878662
1669_02_01.jpg,American Bistort,0.8459832072257996
1669_02_01.jpg,Subalpine Lupine,0.8424120545387268
1669_02_01.jpg,Subalpine Lupine,0.7596210241317749
1669_02_01.jpg,Subalpine Lupine,0.6932411193847656
1669_02_01.jpg,Subalpine Lupine,0.6512806415557861
1669_02_01.jpg,Subalpine Lupine,0.558700442314148
1669_02_01.jpg,Subalpine Lupine,0.5506609678268433
1669_02_01.jpg,Subalpine Lupine,0.5493313074111938
1673_01_01.jpg,Western Anemone,0.948761522769928
1673_01_01.jpg,Subalpine Lupine,0.9295492768287659
1673_01_01.jpg,Subalpine Lupine,0.9190242290496826
1673_01_01.jpg,Subalpine Lupine,0.8803225159645081
1673_01_01.jpg,Subalpine Lupine,0.8052176237106323
1673_01_01.jpg,Subalpine Lupine,0.7988459467887878
1673_01_01.jpg,American Bistort,0.796021044254303
1673_01_01.jpg,Subalpine Lupine,0.7888868451118469
1673_01_01.jpg,Subalpine Lupine,0.7728766202926636
1673_01_01.jpg,Magenta Paintbrush,0.7234992980957031
1673_01_01.jpg,Subalpine Lupine,0.710828959941864
1673_01_01.jpg,Subalpine Lupine,0.6133381128311157
1673_01_01.jpg,Subalpine Lupine,0.604584276676178
1673_01_01.jpg,Subalpine Lupine,0.5878511071205139
1673_01_01.jpg,Subalpine Lupine,0.5470736622810364
1673_01_01.jpg,Subalpine Lupine,0.5387650728225708
1673_02_02.jpg,Subalpine Lupine,0.9323612451553345
1673_02_02.jpg,Subalpine Lupine,0.9277940392494202
1673_02_02.jpg,Subalpine Lupine,0.9127181172370911
1673_02_02.jpg,Subalpine Lupine,0.8876145482063293
1673_02_02.jpg,Subalpine Lupine,0.8782290816307068
1673_02_02.jpg,Subalpine Lupine,0.8362001776695251
1673_02_02.jpg,Subalpine Lupine,0.8243421316146851
1673_02_02.jpg,American Bistort,0.8012755513191223
1673_02_02.jpg,Subalpine Lupine,0.7762981653213501
1673_02_02.jpg,Subalpine Lupine,0.7322227358818054
1673_02_02.jpg,Subalpine Lupine,0.7182936668395996
1673_02_02.jpg,Subalpine Lupine,0.6917908787727356
1673_02_02.jpg,Subalpine Lupine,0.6592499017715454
1673_02_02.jpg,Subalpine Lupine,0.6115704774856567
1673_02_02.jpg,Subalpine Lupine,0.5386806726455688
1673_02_02.jpg,Subalpine Lupine,0.5174784660339355
1673_03_02.jpg,American Bistort,0.9803557395935059
1673_03_02.jpg,Magenta Paintbrush,0.9603431820869446
1673_03_02.jpg,Subalpine Lupine,0.9529749751091003
1673_03_02.jpg,Subalpine Lupine,0.951013445854187
1673_03_02.jpg,Subalpine Lupine,0.9411374926567078
1673_03_02.jpg,Subalpine Lupine,0.9168072938919067
1673_03_02.jpg,Subalpine Lupine,0.913886308670044
1673_03_02.jpg,Subalpine Lupine,0.891054093837738
1673_03_02.jpg,Subalpine Lupine,0.8880262970924377
1673_03_02.jpg,Subalpine Lupine,0.8296049237251282
1676_03_01.jpg,Bracted Lousewort,0.7156379818916321
1673_01_04.jpg,American Bistort,0.9888478517532349
1673_01_04.jpg,American Bistort,0.9743438959121704
1673_01_04.jpg,American Bistort,0.95115727186203
1673_01_04.jpg,Magenta Paintbrush,0.9455624222755432
1673_01_04.jpg,Subalpine Lupine,0.9231560230255127
1673_01_04.jpg,Magenta Paintbrush,0.9085167050361633
1673_01_04.jpg,American Bistort,0.7369474768638611
1673_01_04.jpg,Subalpine Lupine,0.7353838086128235
1673_01_04.jpg,American Bistort,0.6567543148994446
1674_01_04.jpg,American Bistort,0.990078330039978
1672_02_03.jpg,Subalpine Lupine,0.7554113864898682
1674_02_04.jpg,American Bistort,0.9869875907897949
1674_02_04.jpg,Subalpine Lupine,0.9826759099960327
1674_02_04.jpg,American Bistort,0.9533291459083557
1669_03_03.jpg,Subalpine Lupine,0.9082910418510437
1669_03_03.jpg,Subalpine Lupine,0.8695835471153259
1669_03_03.jpg,Subalpine Lupine,0.8574785590171814
1669_03_03.jpg,Subalpine Lupine,0.7529371976852417
1669_03_03.jpg,Subalpine Lupine,0.6631101965904236
1669_03_03.jpg,Subalpine Lupine,0.6592206954956055
1669_03_03.jpg,Subalpine Lupine,0.641191840171814
1669_03_03.jpg,Subalpine Lupine,0.6393224000930786
1669_03_03.jpg,Subalpine Lupine,0.6331748962402344
1669_03_03.jpg,Subalpine Lupine,0.6165343523025513
1669_03_03.jpg,Subalpine Lupine,0.6160078048706055
1669_03_03.jpg,Subalpine Lupine,0.5802029371261597
1671_03_02.jpg,Western Anemone,0.9522460699081421
1669_03_02.jpg,Subalpine Lupine,0.8713453412055969
1669_03_02.jpg,Subalpine Lupine,0.8432132005691528
1669_03_02.jpg,Subalpine Lupine,0.8194201588630676
1669_03_02.jpg,Subalpine Lupine,0.8191090226173401
1669_03_02.jpg,Subalpine Lupine,0.817537248134613
1669_03_02.jpg,Subalpine Lupine,0.8039848208427429
1669_03_02.jpg,Subalpine Lupine,0.7974561452865601
1669_03_02.jpg,Subalpine Lupine,0.7970138192176819
1669_03_02.jpg,Subalpine Lupine,0.6885676980018616
1669_03_02.jpg,Subalpine Lupine,0.6509566903114319
1669_03_02.jpg,American Bistort,0.6494007110595703
1669_03_02.jpg,American Bistort,0.636873185634613
1669_03_02.jpg,Subalpine Lupine,0.5955519080162048
1669_03_02.jpg,Subalpine Lupine,0.5913193821907043
1669_03_02.jpg,Subalpine Lupine,0.5904548764228821
1669_03_02.jpg,Subalpine Lupine,0.5103102326393127
1674_02_01.jpg,American Bistort,0.9918690919876099
1674_02_01.jpg,American Bistort,0.9419241547584534
1674_02_01.jpg,Subalpine Lupine,0.9110254049301147
1674_02_01.jpg,Subalpine Lupine,0.7718021273612976
1672_03_03.jpg,Subalpine Lupine,0.9583064913749695
1672_01_03.jpg,American Bistort,0.9705649018287659
1672_01_03.jpg,Bracted Lousewort,0.6735047101974487
1670_01_04.jpg,Subalpine Lupine,0.9727661609649658
1670_01_04.jpg,Subalpine Lupine,0.9701308608055115
1670_01_04.jpg,Mountain Daisy,0.8903599977493286
1677_01_02.jpg,Bracted Lousewort,0.7936062812805176
1677_01_02.jpg,American Bistort,0.6803900599479675
1671_01_03.jpg,American Bistort,0.6695000529289246
1670_02_03.jpg,Subalpine Lupine,0.9835859537124634
1670_02_03.jpg,Subalpine Lupine,0.925629198551178
1670_02_03.jpg,Subalpine Lupine,0.7839732766151428
1672_02_02.jpg,American Bistort,0.5729049444198608
1676_03_03.jpg,American Bistort,0.8351689577102661
1673_03_03.jpg,Subalpine Lupine,0.9835574626922607
1673_03_03.jpg,Subalpine Lupine,0.9616237878799438
1673_03_03.jpg,Subalpine Lupine,0.9613950252532959
1673_03_03.jpg,Subalpine Lupine,0.9500554800033569
1673_03_03.jpg,Subalpine Lupine,0.9357471466064453
1673_03_03.jpg,Subalpine Lupine,0.9048337936401367
1673_03_03.jpg,Subalpine Lupine,0.854379415512085
1673_03_03.jpg,Subalpine Lupine,0.7712136507034302
1671_02_01.jpg,American Bistort,0.962091326713562
1671_02_01.jpg,American Bistort,0.7943813800811768
1671_02_01.jpg,American Bistort,0.7428003549575806
1676_02_03.jpg,American Bistort,0.7200256586074829
1676_02_03.jpg,Bracted Lousewort,0.573458731174469
1673_02_03.jpg,American Bistort,0.9882149696350098
1673_02_03.jpg,American Bistort,0.9659115672111511
1673_02_03.jpg,Subalpine Lupine,0.9600444436073303
1673_02_03.jpg,Subalpine Lupine,0.9511748552322388
1673_02_03.jpg,Subalpine Lupine,0.9385844469070435
1673_02_03.jpg,Subalpine Lupine,0.929617702960968
1673_02_03.jpg,American Bistort,0.9214894771575928
1673_02_03.jpg,Subalpine Lupine,0.8830035328865051
1673_02_03.jpg,Subalpine Lupine,0.8404003381729126
1673_02_03.jpg,Subalpine Lupine,0.8037395477294922
1673_02_03.jpg,Subalpine Lupine,0.7779208421707153
1673_02_03.jpg,Subalpine Lupine,0.6911198496818542
1673_02_03.jpg,American Bistort,0.6511132717132568
1673_02_03.jpg,Subalpine Lupine,0.5950069427490234
1673_02_03.jpg,Subalpine Lupine,0.578067421913147
1674_03_04.jpg,American Bistort,0.9833696484565735
1674_03_04.jpg,American Bistort,0.9812384843826294
1674_03_04.jpg,Subalpine Lupine,0.9629024863243103
1670_03_01.jpg,Subalpine Lupine,0.9245497584342957
1670_03_01.jpg,Subalpine Lupine,0.8814136981964111
1670_03_01.jpg,Subalpine Lupine,0.85719895362854
1670_03_01.jpg,Subalpine Lupine,0.7081873416900635
1669_02_02.jpg,Magenta Paintbrush,0.8933366537094116
1669_02_02.jpg,Magenta Paintbrush,0.8004045486450195
1669_02_02.jpg,Subalpine Lupine,0.6139699816703796
1670_02_01.jpg,Subalpine Lupine,0.9773418307304382
1670_02_01.jpg,North Mircoseris,0.9031827449798584
1669_03_01.jpg,Subalpine Lupine,0.9279613494873047
1669_03_01.jpg,Subalpine Lupine,0.890693187713623
1669_03_01.jpg,Subalpine Lupine,0.8903491497039795
1669_03_01.jpg,Subalpine Lupine,0.8366533517837524
1669_03_01.jpg,Sitka Valerian,0.5812599658966064
1669_03_01.jpg,Subalpine Lupine,0.5239871740341187
1669_03_01.jpg,Subalpine Lupine,0.5218003988265991
1670_03_03.jpg,Subalpine Lupine,0.9884518384933472
1670_03_03.jpg,Subalpine Lupine,0.9703425168991089
1670_03_03.jpg,Subalpine Lupine,0.9700816869735718
1670_03_03.jpg,Subalpine Lupine,0.9661693572998047
1670_03_03.jpg,Subalpine Lupine,0.9061861634254456
1670_03_03.jpg,Subalpine Lupine,0.5080533027648926
1670_01_02.jpg,American Bistort,0.9519866108894348
1670_01_02.jpg,American Bistort,0.8291274905204773
1670_01_02.jpg,American Bistort,0.7905489206314087
1670_01_02.jpg,Sitka Valerian,0.6885804533958435
1670_01_02.jpg,American Bistort,0.6278725266456604
1670_01_02.jpg,American Bistort,0.5993381142616272
1672_01_01.jpg,American Bistort,0.9701020121574402
1669_03_04.jpg,Subalpine Lupine,0.9086815118789673
1669_03_04.jpg,Mountain Daisy,0.8854016661643982
1669_03_04.jpg,Subalpine Lupine,0.8288338780403137
1669_03_04.jpg,Subalpine Lupine,0.6314541101455688
1669_03_04.jpg,Subalpine Lupine,0.6253294348716736
1669_03_04.jpg,Subalpine Lupine,0.5963208675384521
1669_03_04.jpg,Subalpine Lupine,0.506471574306488
1670_02_02.jpg,American Bistort,0.9517168998718262
1670_02_02.jpg,North Mircoseris,0.8469787240028381
1670_02_02.jpg,Bracted Lousewort,0.6245583891868591
1676_02_04.jpg,Broadleaf Arnica,0.760748028755188
1669_02_03.jpg,Subalpine Lupine,0.8514975309371948
1669_02_03.jpg,Subalpine Lupine,0.6746339797973633
1669_02_03.jpg,Subalpine Lupine,0.6290996074676514
1669_02_03.jpg,Subalpine Lupine,0.5832196474075317
1669_02_03.jpg,Subalpine Lupine,0.5137110352516174
1674_02_03.jpg,Subalpine Lupine,0.9761383533477783
1674_02_03.jpg,Subalpine Lupine,0.9502573609352112
1673_02_04.jpg,Subalpine Lupine,0.9771914482116699
1673_02_04.jpg,Subalpine Lupine,0.9665353894233704
1673_02_04.jpg,American Bistort,0.9362515807151794
1673_02_04.jpg,Subalpine Lupine,0.9293559193611145
1673_02_04.jpg,Subalpine Lupine,0.919755220413208
1673_02_04.jpg,American Bistort,0.918708086013794
1673_02_04.jpg,Subalpine Lupine,0.8973109126091003
1673_02_04.jpg,Subalpine Lupine,0.8967123627662659
1673_02_04.jpg,Subalpine Lupine,0.7678235769271851
1673_02_04.jpg,Subalpine Lupine,0.7456689476966858
1673_02_04.jpg,Subalpine Lupine,0.7365922331809998
1683_02_02.jpg,Subalpine Lupine,0.9673545956611633
1683_02_02.jpg,Subalpine Lupine,0.8916109800338745
1683_02_02.jpg,Subalpine Lupine,0.7962901592254639
1679_03_04.jpg,Magenta Paintbrush,0.9678075313568115
1679_03_04.jpg,Magenta Paintbrush,0.9626357555389404
1679_03_04.jpg,Subalpine Lupine,0.9524518251419067
1679_03_04.jpg,Subalpine Lupine,0.9195679426193237
1679_03_04.jpg,Subalpine Lupine,0.807404637336731
1679_03_04.jpg,Bracted Lousewort,0.7659609913825989
1679_03_04.jpg,Subalpine Lupine,0.673469603061676
1679_03_04.jpg,Subalpine Lupine,0.6209027767181396
1684_01_03.jpg,Subalpine Lupine,0.930371880531311
1684_01_03.jpg,Subalpine Lupine,0.8053836822509766
1684_01_03.jpg,Subalpine Lupine,0.5746018886566162
1680_01_04.jpg,Bracted Lousewort,0.9789800643920898
1680_01_04.jpg,Bracted Lousewort,0.9620196223258972
1680_01_04.jpg,American Bistort,0.9589257836341858
1680_01_04.jpg,Bracted Lousewort,0.9574352502822876
1680_01_04.jpg,American Bistort,0.9570177793502808
1680_01_04.jpg,Bracted Lousewort,0.9509071111679077
1680_01_04.jpg,American Bistort,0.948432981967926
1680_01_04.jpg,American Bistort,0.9434998631477356
1680_01_04.jpg,Magenta Paintbrush,0.8664625883102417
1680_01_04.jpg,Magenta Paintbrush,0.7665442228317261
1680_01_04.jpg,American Bistort,0.679345428943634
1680_01_04.jpg,Subalpine Lupine,0.646716833114624
1680_01_04.jpg,American Bistort,0.6224022507667542
1678_01_02.jpg,Mountain Daisy,0.9920235872268677
1682_03_01.jpg,American Bistort,0.7288979291915894
1681_01_04.jpg,Subalpine Lupine,0.9772043228149414
1681_01_04.jpg,Subalpine Lupine,0.9217426776885986
1681_01_04.jpg,Subalpine Lupine,0.8609701991081238
1681_01_04.jpg,Subalpine Lupine,0.5641149282455444
1681_01_04.jpg,Subalpine Lupine,0.5131252408027649
1686_02_02.jpg,Mountain Daisy,0.9837316274642944
1686_02_02.jpg,American Bistort,0.9820281267166138
1686_02_02.jpg,Mountain Daisy,0.9691819548606873
1686_02_02.jpg,Mountain Daisy,0.9604049324989319
1686_02_02.jpg,American Bistort,0.9360558986663818
1686_02_02.jpg,American Bistort,0.8005393147468567
1686_02_02.jpg,Mountain Daisy,0.7706418037414551
1686_02_02.jpg,American Bistort,0.6911218762397766
1686_02_02.jpg,Mountain Daisy,0.6803027987480164
1686_02_02.jpg,Sitka Valerian,0.6019173860549927
1679_02_01.jpg,Mountain Daisy,0.9858700037002563
1679_02_01.jpg,American Bistort,0.9833309054374695
1679_02_01.jpg,American Bistort,0.9819252490997314
1679_02_01.jpg,American Bistort,0.9755679965019226
1679_02_01.jpg,American Bistort,0.975286602973938
1679_02_01.jpg,Western Anemone,0.963292121887207
1679_02_01.jpg,Subalpine Lupine,0.9613962173461914
1679_02_01.jpg,Subalpine Lupine,0.9561322331428528
1679_02_01.jpg,Subalpine Lupine,0.8859779834747314
1679_02_01.jpg,Subalpine Lupine,0.8499151468276978
1679_02_01.jpg,Magenta Paintbrush,0.7921707034111023
1679_02_01.jpg,American Bistort,0.7480183243751526
1679_02_01.jpg,North Mircoseris,0.6767736673355103
1679_02_01.jpg,Subalpine Lupine,0.5101557374000549
1684_03_03.jpg,Mountain Daisy,0.990646481513977
1684_03_03.jpg,Mountain Daisy,0.9898937344551086
1684_03_03.jpg,Mountain Daisy,0.9890772104263306
1684_03_03.jpg,Mountain Daisy,0.985136091709137
1684_03_03.jpg,Mountain Daisy,0.981496274471283
1684_03_03.jpg,Mountain Daisy,0.9749217629432678
1684_03_03.jpg,Mountain Daisy,0.8665745258331299
